,Nome,Turno,Modalidade,Mínimo,Máximo
363,FILOSOFIA,Noturno,2.2,"633,12","647,80"
364,FILOSOFIA,Noturno,3.2,"610,92","641,02"
365,FILOSOFIA,Noturno,4.2,"671,32","712,86"
366,FILOSOFIA,Noturno,"Amplaconcorrência","675,26","750,28"
367,FISIOTERAPIA,Matutino,1.1,"546,72","546,72"
368,FISIOTERAPIA,Matutino,1.2,"669,38","687,96"
369,FISIOTERAPIA,Matutino,2.1,"531,72","531,72"
370,FISIOTERAPIA,Matutino,2.2,"695,36","720,28"
371,FISIOTERAPIA,Matutino,3.1,"565,38","565,38"
372,FISIOTERAPIA,Matutino,3.2,"673,36","713,26"
373,FISIOTERAPIA,Matutino,4.1,"592,10","592,10"
374,FISIOTERAPIA,Matutino,4.2,"719,82","736,72"
375,FISIOTERAPIA,Matutino,"Amplaconcorrência","725,64","779,12"
376,FONOAUDIOLOGIA,Matutino,1.2,"627,98","668,44"
377,FONOAUDIOLOGIA,Matutino,2.1,"542,80","542,80"
378,FONOAUDIOLOGIA,Matutino,2.2,"672,68","695,30"
379,FONOAUDIOLOGIA,Matutino,3.1,"484,30","484,30"
380,FONOAUDIOLOGIA,Matutino,3.2,"658,68","707,12"
381,FONOAUDIOLOGIA,Matutino,4.2,"695,48","712,06"
382,FONOAUDIOLOGIA,Matutino,"Amplaconcorrência","694,84","722,72"
383,FÍSICA,Matutino,1.2,"609,48","695,92"
384,FÍSICA,Matutino,2.1,"603,78","603,78"
385,FÍSICA,Matutino,2.2,"673,94","727,70"
386,FÍSICA,Matutino,3.2,"610,34","687,84"
387,FÍSICA,Matutino,4.1,"589,40","589,40"
388,FÍSICA,Matutino,4.2,"711,88","785,52"
389,FÍSICA,Matutino,"Amplaconcorrência","714,12","832,14"
390,FÍSICA,Noturno,1.2,"595,26","663,72"
391,FÍSICA,Noturno,2.2,"665,30","693,92"
392,FÍSICA,Noturno,3.2,"620,04","649,08"
393,FÍSICA,Noturno,4.2,"676,90","706,54"
394,FÍSICA,Noturno,"Amplaconcorrência","686,44","736,60"
395,GEOGRAFIA,Matutino,1.2,"588,96","662,70"
396,GEOGRAFIA,Matutino,2.2,"638,52","665,36"
397,GEOGRAFIA,Matutino,3.1,"447,34","447,34"
398,GEOGRAFIA,Matutino,3.2,"589,62","676,90"
399,GEOGRAFIA,Matutino,4.2,"653,30","702,86"
400,GEOGRAFIA,Matutino,"Amplaconcorrência","673,50","733,22"
401,GEOGRAFIA,Noturno,1.1,"504,76","504,76"
402,GEOGRAFIA,Noturno,1.2,"582,00","628,06"
403,GEOGRAFIA,Noturno,2.1,"528,52","528,52"
404,GEOGRAFIA,Noturno,2.2,"622,12","639,06"
405,GEOGRAFIA,Noturno,3.2,"600,50","656,22"
406,GEOGRAFIA,Noturno,4.2,"649,68","674,42"
407,GEOGRAFIA,Noturno,"Amplaconcorrência","643,28","712,60"
408,GEOLOGIA,Matutino,1.1,"472,74","472,74"
409,GEOLOGIA,Matutino,1.2,"619,50","649,48"
410,GEOLOGIA,Matutino,2.2,"664,06","695,28"
411,GEOLOGIA,Matutino,3.2,"636,46","668,80"
412,GEOLOGIA,Matutino,4.2,"694,88","737,08"
413,GEOLOGIA,Matutino,"Amplaconcorrência","701,74","746,70"
414,GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,1.1,"505,36","505,36"
415,GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,1.2,"584,02","629,90"
416,GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,2.1,"506,46","506,46"
417,GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,2.2,"618,82","712,96"
418,GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,3.1,"464,44","464,44"
419,GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,3.2,"596,70","664,28"
420,GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,4.1,"516,26","516,26"
421,GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,4.2,"639,60","716,92"
422,GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,"Amplaconcorrência","635,38","757,06"
423,GESTÃO PÚBLICA,Noturno,1.2,"595,90","640,18"
424,GESTÃO PÚBLICA,Noturno,2.1,"604,22","604,22"
425,GESTÃO PÚBLICA,Noturno,2.2,"623,50","656,66"
426,GESTÃO PÚBLICA,Noturno,3.2,"614,46","640,40"
427,GESTÃO PÚBLICA,Noturno,4.2,"665,94","697,16"
428,GESTÃO PÚBLICA,Noturno,"Amplaconcorrência","678,86","787,20"
429,HISTÓRIA,Matutino,1.1,"602,90","602,90"
430,HISTÓRIA,Matutino,1.2,"655,32","717,18"
431,HISTÓRIA,Matutino,2.2,"681,88","716,88"
432,HISTÓRIA,Matutino,3.1,"489,16","489,16"
433,HISTÓRIA,Matutino,3.2,"641,00","676,30"
434,HISTÓRIA,Matutino,4.2,"723,40","736,02"
435,HISTÓRIA,Matutino,"Amplaconcorrência","722,36","798,74"
436,HISTÓRIA,Noturno,1.1,"591,66","591,66"
437,HISTÓRIA,Noturno,1.2,"632,00","652,76"
438,HISTÓRIA,Noturno,2.2,"661,88","682,44"
439,HISTÓRIA,Noturno,3.1,"522,82","522,82"
440,HISTÓRIA,Noturno,3.2,"642,76","672,68"
441,HISTÓRIA,Noturno,4.2,"701,82","714,84"
442,HISTÓRIA,Noturno,"Amplaconcorrência","699,96","771,90"
443,JORNALISMO,Matutino,1.1,"557,36","557,36"
444,JORNALISMO,Matutino,1.2,"681,64","693,44"
445,JORNALISMO,Matutino,2.2,"702,06","714,52"
446,JORNALISMO,Matutino,3.1,"518,20","518,20"
447,JORNALISMO,Matutino,3.2,"669,12","693,46"
448,JORNALISMO,Matutino,4.2,"747,66","784,06"
449,JORNALISMO,Matutino,"Amplaconcorrência","750,02","787,76"
450,JORNALISMO,Noturno,1.1,"607,88","607,88"
451,JORNALISMO,Noturno,1.2,"665,84","692,74"
452,JORNALISMO,Noturno,2.2,"684,12","686,66"
453,JORNALISMO,Noturno,3.1,"599,78","599,78"
454,JORNALISMO,Noturno,3.2,"670,68","701,44"
455,JORNALISMO,Noturno,4.2,"722,64","753,00"
456,JORNALISMO,Noturno,"Amplaconcorrência","728,62","781,92"
457,LETRAS (Bacharelado),Matutino,1.1,"546,20","546,20"
458,LETRAS (Bacharelado),Matutino,1.2,"597,04","661,48"
459,LETRAS (Bacharelado),Matutino,2.2,"655,66","676,12"
460,LETRAS (Bacharelado),Matutino,3.1,"455,72","455,72"
461,LETRAS (Bacharelado),Matutino,3.2,"591,46","676,78"
462,LETRAS (Bacharelado),Matutino,4.1,"434,94","434,94"
463,LETRAS (Bacharelado),Matutino,4.2,"696,98","705,24"
464,LETRAS (Bacharelado),Matutino,"Amplaconcorrência","688,40","783,74"
465,LETRAS (Bacharelado),Noturno,1.1,"418,62","418,62"
466,LETRAS (Bacharelado),Noturno,1.2,"591,48","630,14"
467,LETRAS (Bacharelado),Noturno,2.2,"641,58","654,76"
468,LETRAS (Bacharelado),Noturno,3.1,"604,88","604,88"
469,LETRAS (Bacharelado),Noturno,3.2,"606,22","642,60"
470,LETRAS (Bacharelado),Noturno,4.2,"668,80","687,68"
471,LETRAS (Bacharelado),Noturno,"Amplaconcorrência","657,76","738,62"
472,LETRAS (Licenciatura),Matutino,1.1,"616,76","616,76"
473,LETRAS (Licenciatura),Matutino,1.2,"593,32","674,26"
474,LETRAS (Licenciatura),Matutino,2.1,"501,76","501,76"
475,LETRAS (Licenciatura),Matutino,2.2,"640,86","689,78"
476,LETRAS (Licenciatura),Matutino,3.1,"518,28","518,28"
477,LETRAS (Licenciatura),Matutino,3.2,"609,88","706,08"
478,LETRAS (Licenciatura),Matutino,4.1,"612,88","612,88"
479,LETRAS (Licenciatura),Matutino,4.2,"673,14","716,26"
480,LETRAS (Licenciatura),Matutino,"Amplaconcorrência","677,08","777,40"
481,LETRAS (Licenciatura),Noturno,1.1,"486,46","514,60"
482,LETRAS (Licenciatura),Noturno,1.2,"593,66","652,62"
483,LETRAS (Licenciatura),Noturno,2.2,"622,78","684,32"
484,LETRAS (Licenciatura),Noturno,3.2,"590,20","646,18"
485,LETRAS (Licenciatura),Noturno,4.1,"520,20","520,20"
486,LETRAS (Licenciatura),Noturno,4.2,"647,92","717,76"
487,LETRAS (Licenciatura),Noturno,"Amplaconcorrência","640,80","728,78"
488,MATEMÁTICA,Matutino,1.2,"615,92","682,08"
489,MATEMÁTICA,Matutino,2.2,"657,02","711,24"
490,MATEMÁTICA,Matutino,3.2,"597,54","674,20"
491,MATEMÁTICA,Matutino,4.2,"680,82","743,20"
492,MATEMÁTICA,Matutino,"Amplaconcorrência","687,02","762,30"
493,MATEMÁTICA,Noturno,1.2,"610,96","640,74"
494,MATEMÁTICA,Noturno,2.2,"664,78","688,46"
495,MATEMÁTICA,Noturno,3.2,"616,32","631,50"
496,MATEMÁTICA,Noturno,4.2,"669,00","718,88"
497,MATEMÁTICA,Noturno,"Amplaconcorrência","675,56","738,56"
498,MATEMÁTICA COMPUTACIONAL,Matutino,1.2,"630,58","631,64"
499,MATEMÁTICA COMPUTACIONAL,Matutino,2.2,"689,76","707,58"
500,MATEMÁTICA COMPUTACIONAL,Matutino,3.2,"667,64","726,32"
501,MATEMÁTICA COMPUTACIONAL,Matutino,4.2,"736,64","742,80"
502,MATEMÁTICA COMPUTACIONAL,Matutino,"Amplaconcorrência","740,58","757,62"
503,MEDICINA,Integral,1.1,"697,02","705,64"
504,MEDICINA,Integral,1.2,"748,36","780,94"
505,MEDICINA,Integral,2.1,"723,10","735,56"
506,MEDICINA,Integral,2.2,"775,78","791,60"
507,MEDICINA,Integral,3.1,"687,80","725,04"
508,MEDICINA,Integral,3.2,"758,12","790,36"
509,MEDICINA,Integral,4.1,"740,38","774,76"
510,MEDICINA,Integral,4.2,"797,06","828,88"
511,MEDICINA,Integral,"Amplaconcorrência","811,06","849,14"
512,MEDICINA VETERINÁRIA,Matutino,1.1,"598,80","598,80"
513,MEDICINA VETERINÁRIA,Matutino,1.2,"678,42","716,86"
514,MEDICINA VETERINÁRIA,Matutino,2.1,"569,78","569,78"
515,MEDICINA VETERINÁRIA,Matutino,2.2,"711,56","734,94"
516,MEDICINA VETERINÁRIA,Matutino,3.1,"598,18","598,18"
517,MEDICINA VETERINÁRIA,Matutino,3.2,"685,58","739,92"
518,MEDICINA VETERINÁRIA,Matutino,4.1,"623,26","623,26"
519,MEDICINA VETERINÁRIA,Matutino,4.2,"733,12","768,04"
520,MEDICINA VETERINÁRIA,Matutino,"Amplaconcorrência","746,24","806,48"
521,MUSEOLOGIA,Matutino,1.2,"569,82","593,16"
522,MUSEOLOGIA,Matutino,2.2,"619,80","665,52"
523,MUSEOLOGIA,Matutino,3.2,"598,38","657,06"
524,MUSEOLOGIA,Matutino,4.2,"645,82","673,34"
525,MUSEOLOGIA,Matutino,"Amplaconcorrência","637,62","731,48"
526,NUTRIÇÃO,Matutino,1.1,"559,40","559,40"
527,NUTRIÇÃO,Matutino,1.2,"644,88","672,84"
528,NUTRIÇÃO,Matutino,2.1,"581,38","581,38"
529,NUTRIÇÃO,Matutino,2.2,"689,44","711,28"
530,NUTRIÇÃO,Matutino,3.1,"572,08","572,08"
531,NUTRIÇÃO,Matutino,3.2,"658,20","719,74"
532,NUTRIÇÃO,Matutino,4.1,"576,12","576,12"
533,NUTRIÇÃO,Matutino,4.2,"723,56","741,88"
534,NUTRIÇÃO,Matutino,"Amplaconcorrência","732,90","787,88"
535,ODONTOLOGIA,Matutino,1.1,"592,96","619,06"
536,ODONTOLOGIA,Matutino,1.2,"693,74","727,20"
537,ODONTOLOGIA,Matutino,2.1,"644,82","644,82"
538,ODONTOLOGIA,Matutino,2.2,"733,22","749,26"
539,ODONTOLOGIA,Matutino,3.1,"599,12","637,38"
540,ODONTOLOGIA,Matutino,3.2,"699,58","727,36"
541,ODONTOLOGIA,Matutino,4.1,"612,48","612,48"
542,ODONTOLOGIA,Matutino,4.2,"743,24","777,28"
543,ODONTOLOGIA,Matutino,"Amplaconcorrência","755,46","790,00"
544,PEDAGOGIA,Matutino,1.1,"462,20","462,20"
545,PEDAGOGIA,Matutino,1.2,"599,96","646,66"
546,PEDAGOGIA,Matutino,2.1,"565,38","565,38"
547,PEDAGOGIA,Matutino,2.2,"646,28","705,68"
548,PEDAGOGIA,Matutino,3.1,"457,12","457,12"
549,PEDAGOGIA,Matutino,3.2,"596,74","629,28"
550,PEDAGOGIA,Matutino,4.2,"641,02","694,82"
551,PEDAGOGIA,Matutino,"Amplaconcorrência","663,38","773,00"
552,PEDAGOGIA,Noturno,1.1,"523,02","523,02"
553,PEDAGOGIA,Noturno,1.2,"601,88","629,68"
554,PEDAGOGIA,Noturno,2.1,"550,36","550,36"
555,PEDAGOGIA,Noturno,2.2,"640,50","665,38"
556,PEDAGOGIA,Noturno,3.2,"607,62","640,82"
557,PEDAGOGIA,Noturno,4.2,"643,30","715,88"
558,PEDAGOGIA,Noturno,"Amplaconcorrência","652,20","735,96"
559,PSICOLOGIA,Matutino,1.1,"587,96","647,14"
560,PSICOLOGIA,Matutino,1.2,"683,32","759,52"
561,PSICOLOGIA,Matutino,2.1,"651,14","651,14"
562,PSICOLOGIA,Matutino,2.2,"725,96","766,42"
563,PSICOLOGIA,Matutino,3.1,"563,06","592,46"
564,PSICOLOGIA,Matutino,3.2,"696,22","752,14"
565,PSICOLOGIA,Matutino,4.1,"689,68","689,68"
566,PSICOLOGIA,Matutino,4.2,"745,06","767,68"
567,PSICOLOGIA,Matutino,"Amplaconcorrência","756,58","801,34"
568,PUBLICIDADE E PROPAGANDA,Matutino,1.1,"592,50","592,50"
569,PUBLICIDADE E PROPAGANDA,Matutino,1.2,"678,32","694,74"
570,PUBLICIDADE E PROPAGANDA,Matutino,2.2,"705,52","724,32"
571,PUBLICIDADE E PROPAGANDA,Matutino,3.1,"571,38","571,38"
572,PUBLICIDADE E PROPAGANDA,Matutino,3.2,"680,20","698,94"
573,PUBLICIDADE E PROPAGANDA,Matutino,4.2,"717,02","762,00"
574,PUBLICIDADE E PROPAGANDA,Matutino,"Amplaconcorrência","733,64","770,00"
575,QUÍMICA,Matutino,1.1,"458,12","458,12"
576,QUÍMICA,Matutino,1.2,"614,66","647,04"
577,QUÍMICA,Matutino,2.2,"680,74","707,36"
578,QUÍMICA,Matutino,3.2,"660,78","677,58"
579,QUÍMICA,Matutino,4.2,"701,74","723,74"
580,QUÍMICA,Matutino,"Amplaconcorrência","708,38","777,86"
581,QUÍMICA,Noturno,1.2,"598,76","621,78"
582,QUÍMICA,Noturno,2.2,"659,84","686,02"
583,QUÍMICA,Noturno,3.2,"646,22","664,04"
584,QUÍMICA,Noturno,4.2,"669,94","709,72"
585,QUÍMICA,Noturno,"Amplaconcorrência","672,10","766,42"
586,QUÍMICA TECNOLÓGICA,Noturno,1.1,"520,64","520,64"
587,QUÍMICA TECNOLÓGICA,Noturno,1.2,"607,04","649,96"
588,QUÍMICA TECNOLÓGICA,Noturno,2.2,"658,46","684,92"
589,QUÍMICA TECNOLÓGICA,Noturno,3.2,"605,62","706,86"
590,QUÍMICA TECNOLÓGICA,Noturno,4.2,"668,60","697,52"
591,QUÍMICA TECNOLÓGICA,Noturno,"Amplaconcorrência","673,66","766,40"
592,RADIOLOGIA,Noturno,1.1,"455,50","455,50"
593,RADIOLOGIA,Noturno,1.2,"616,86","728,88"
594,RADIOLOGIA,Noturno,2.1,"458,50","458,50"
595,RADIOLOGIA,Noturno,2.2,"628,80","652,82"
596,RADIOLOGIA,Noturno,3.1,"458,80","458,80"
597,RADIOLOGIA,Noturno,3.2,"625,12","669,10"
598,RADIOLOGIA,Noturno,4.1,"476,08","476,08"
599,RADIOLOGIA,Noturno,4.2,"649,76","692,58"
600,RADIOLOGIA,Noturno,"Amplaconcorrência","643,66","726,96"
601,RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,1.2,"662,58","697,42"
602,RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,2.1,"623,30","623,30"
603,RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,2.2,"693,66","721,56"
604,RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,3.1,"494,96","494,96"
605,RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,3.2,"670,70","694,02"
606,RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,4.2,"727,98","762,92"
607,RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,"Amplaconcorrência","747,34","788,30"
608,RELAÇÕES PÚBLICAS,Matutino,1.2,"657,92","660,92"
609,RELAÇÕES PÚBLICAS,Matutino,2.2,"690,44","706,14"
610,RELAÇÕES PÚBLICAS,Matutino,3.1,"640,52","640,52"
611,RELAÇÕES PÚBLICAS,Matutino,3.2,"674,10","681,58"
612,RELAÇÕES PÚBLICAS,Matutino,4.2,"714,14","733,38"
613,RELAÇÕES PÚBLICAS,Matutino,"Amplaconcorrência","725,14","779,00"
614,SISTEMAS DE INFORMAÇÃO,Noturno,1.1,"541,24","541,24"
615,SISTEMAS DE INFORMAÇÃO,Noturno,1.2,"674,70","698,88"
616,SISTEMAS DE INFORMAÇÃO,Noturno,2.1,"660,74","660,74"
617,SISTEMAS DE INFORMAÇÃO,Noturno,2.2,"709,52","735,86"
618,SISTEMAS DE INFORMAÇÃO,Noturno,3.2,"696,02","720,96"
619,SISTEMAS DE INFORMAÇÃO,Noturno,4.1,"688,74","688,74"
620,SISTEMAS DE INFORMAÇÃO,Noturno,4.2,"740,24","780,72"
621,SISTEMAS DE INFORMAÇÃO,Noturno,"Amplaconcorrência","739,40","801,34"
622,TERAPIA OCUPACIONAL,Matutino,1.1,"478,34","478,34"
623,TERAPIA OCUPACIONAL,Matutino,1.2,"620,10","635,26"
624,TERAPIA OCUPACIONAL,Matutino,2.1,"604,86","604,86"
625,TERAPIA OCUPACIONAL,Matutino,2.2,"667,84","694,64"
626,TERAPIA OCUPACIONAL,Matutino,3.1,"508,22","508,22"
627,TERAPIA OCUPACIONAL,Matutino,3.2,"622,28","665,62"
628,TERAPIA OCUPACIONAL,Matutino,4.1,"560,28","560,28"
629,TERAPIA OCUPACIONAL,Matutino,4.2,"666,94","717,40"
630,TERAPIA OCUPACIONAL,Matutino,"Amplaconcorrência","677,90","724,90"
631,TURISMO,Matutino,1.1,"539,40","539,40"
632,TURISMO,Matutino,1.2,"577,26","620,94"
633,TURISMO,Matutino,2.1,"556,88","556,88"
634,TURISMO,Matutino,2.2,"632,06","638,66"
635,TURISMO,Matutino,3.2,"597,02","618,10"
636,TURISMO,Matutino,4.1,"480,46","480,46"
637,TURISMO,Matutino,4.2,"630,64","654,58"
638,TURISMO,Matutino,"Amplaconcorrência","651,50","698,98"
639,ZOOTECNIA,Matutino,1.1,"473,38","473,38"
640,ZOOTECNIA,Matutino,1.2,"563,72","640,02"
641,ZOOTECNIA,Matutino,2.2,"618,74","693,48"
642,ZOOTECNIA,Matutino,3.1,"490,74","490,74"
643,ZOOTECNIA,Matutino,3.2,"596,26","621,28"
644,ZOOTECNIA,Matutino,4.2,"635,60","650,16"
645,ZOOTECNIA,Matutino,"Amplaconcorrência","638,52","700,36"
646,"Mínimogeral","Máximogeral",,,
647,300.08,849.14,,,
